barcode,product_title,variant_title,sku,shopify_product_id,shopify_variant_id,status,inventory_item_id
990405,"""PAINT SPLAT"" LITTLE HUMAN™ CARGO PANTS IN OLIVE",9-10,990405,gid://shopify/Product/9327839183153,gid://shopify/ProductVariant/48254145659185,active,gid://shopify/InventoryItem/50301016047921
990405,LONGSLEEVE TEE V4 IN WHITE,LARGE,990405,gid://shopify/Product/10194632048945,gid://shopify/ProductVariant/50753565786417,archived,gid://shopify/InventoryItem/52823163863345
990502,LITTLE HUMAN™ ZIP HOODIE IN ANTHRACITE,3-4,990502,gid://shopify/Product/9841171005745,gid://shopify/ProductVariant/49524143259953,archived,gid://shopify/InventoryItem/51571255738673
990502,AFTERHOOD V2 IN STONE PAISLEY,SMALL,990502,gid://shopify/Product/10194529714481,gid://shopify/ProductVariant/50753188102449,archived,gid://shopify/InventoryItem/52822786933041
990503,LITTLE HUMAN™ ZIP HOODIE IN ANTHRACITE,5-6,990503,gid://shopify/Product/9841171005745,gid://shopify/ProductVariant/49524143292721,archived,gid://shopify/InventoryItem/51571255771441
990503,AFTERHOOD V2 IN STONE PAISLEY,MEDIUM,990503,gid://shopify/Product/10194529714481,gid://shopify/ProductVariant/50753188135217,archived,gid://shopify/InventoryItem/52822786965809
990504,LITTLE HUMAN™ ZIP HOODIE IN ANTHRACITE,7-8,990504,gid://shopify/Product/9841171005745,gid://shopify/ProductVariant/49524143325489,archived,gid://shopify/InventoryItem/51571255804209
990504,AFTERHOOD V2 IN STONE PAISLEY,LARGE,990504,gid://shopify/Product/10194529714481,gid://shopify/ProductVariant/50753188167985,archived,gid://shopify/InventoryItem/52822786998577
990505,LITTLE HUMAN™ ZIP HOODIE IN ANTHRACITE,9-10,990505,gid://shopify/Product/9841171005745,gid://shopify/ProductVariant/49524143358257,archived,gid://shopify/InventoryItem/51571255836977
990505,AFTERHOOD V2 IN STONE PAISLEY,EXTRA - LARGE,990505,gid://shopify/Product/10194529714481,gid://shopify/ProductVariant/50753188200753,archived,gid://shopify/InventoryItem/52822787031345
990506,LITTLE HUMAN™ ZIP HOODIE IN ANTHRACITE,11-12,990506,gid://shopify/Product/9841171005745,gid://shopify/ProductVariant/49524149879089,archived,gid://shopify/InventoryItem/51571262357809
990506,AFTERHOOD V2 IN STONE PAISLEY,2X - LARGE,990506,gid://shopify/Product/10194529714481,gid://shopify/ProductVariant/50753188233521,archived,gid://shopify/InventoryItem/52822787064113
990507,LITTLE HUMAN™ ZIP HOODIE IN ANTHRACITE,13-14,990507,gid://shopify/Product/9841171005745,gid://shopify/ProductVariant/49524149911857,archived,gid://shopify/InventoryItem/51571262390577
990507,AFTERHOOD V2 IN STONE PAISLEY,3X - LARGE,990507,gid://shopify/Product/10194529714481,gid://shopify/ProductVariant/50753188266289,archived,gid://shopify/InventoryItem/52822787096881
990602,LITTLE HUMAN™ S/S POLO SHIRT IN ANTHRACITE,3-4,990602,gid://shopify/Product/9710213529905,gid://shopify/ProductVariant/49253989024049,archived,gid://shopify/InventoryItem/51301045436721
990602,JURASSIC HOODIE IN ANTHRACITE,SMALL,990602,gid://shopify/Product/10193793581361,gid://shopify/ProductVariant/50750818877745,archived,gid://shopify/InventoryItem/52820418134321
990603,LITTLE HUMAN™ S/S POLO SHIRT IN ANTHRACITE,5-6,990603,gid://shopify/Product/9710213529905,gid://shopify/ProductVariant/49253989056817,archived,gid://shopify/InventoryItem/51301045469489
990603,JURASSIC HOODIE IN ANTHRACITE,MEDIUM,990603,gid://shopify/Product/10193793581361,gid://shopify/ProductVariant/50750818910513,archived,gid://shopify/InventoryItem/52820418167089
990604,LITTLE HUMAN™ S/S POLO SHIRT IN ANTHRACITE,7-8,990604,gid://shopify/Product/9710213529905,gid://shopify/ProductVariant/49253989089585,archived,gid://shopify/InventoryItem/51301045502257
990604,JURASSIC HOODIE IN ANTHRACITE,LARGE,990604,gid://shopify/Product/10193793581361,gid://shopify/ProductVariant/50750818943281,archived,gid://shopify/InventoryItem/52820418199857
990605,LITTLE HUMAN™ S/S POLO SHIRT IN ANTHRACITE,9-10,990605,gid://shopify/Product/9710213529905,gid://shopify/ProductVariant/49253989122353,archived,gid://shopify/InventoryItem/51301045535025
990605,JURASSIC HOODIE IN ANTHRACITE,EXTRA - LARGE,990605,gid://shopify/Product/10193793581361,gid://shopify/ProductVariant/50750818976049,archived,gid://shopify/InventoryItem/52820418232625
990606,LITTLE HUMAN™ S/S POLO SHIRT IN ANTHRACITE,11-12,990606,gid://shopify/Product/9710213529905,gid://shopify/ProductVariant/49253991317809,archived,gid://shopify/InventoryItem/51301047730481
990606,JURASSIC HOODIE IN ANTHRACITE,2X - LARGE,990606,gid://shopify/Product/10193793581361,gid://shopify/ProductVariant/50750819008817,archived,gid://shopify/InventoryItem/52820418265393
990702,LITTLE HUMAN™ WAFFLE PANTS IN ANTHRACITE,3-4,990702,gid://shopify/Product/9781733654833,gid://shopify/ProductVariant/49411055878449,active,gid://shopify/InventoryItem/51458081161521
990702,"""CITY OF ANGELS"" HOODIE IN HEATHER GREY",SMALL,990702,gid://shopify/Product/10202057277745,gid://shopify/ProductVariant/50783983075633,archived,gid://shopify/InventoryItem/52853387264305
990703,LITTLE HUMAN™ WAFFLE PANTS IN ANTHRACITE,5-6,990703,gid://shopify/Product/9781733654833,gid://shopify/ProductVariant/49411055911217,active,gid://shopify/InventoryItem/51458081194289
990703,"""CITY OF ANGELS"" HOODIE IN HEATHER GREY",MEDIUM,990703,gid://shopify/Product/10202057277745,gid://shopify/ProductVariant/50783983108401,archived,gid://shopify/InventoryItem/52853387297073
990704,LITTLE HUMAN™ WAFFLE PANTS IN ANTHRACITE,7-8,990704,gid://shopify/Product/9781733654833,gid://shopify/ProductVariant/49411055943985,active,gid://shopify/InventoryItem/51458081227057
990704,"""CITY OF ANGELS"" HOODIE IN HEATHER GREY",LARGE,990704,gid://shopify/Product/10202057277745,gid://shopify/ProductVariant/50783983141169,archived,gid://shopify/InventoryItem/52853387329841
990705,LITTLE HUMAN™ WAFFLE PANTS IN ANTHRACITE,9-10,990705,gid://shopify/Product/9781733654833,gid://shopify/ProductVariant/49411055976753,active,gid://shopify/InventoryItem/51458081259825
990705,"""CITY OF ANGELS"" HOODIE IN HEATHER GREY",EXTRA - LARGE,990705,gid://shopify/Product/10202057277745,gid://shopify/ProductVariant/50783983173937,archived,gid://shopify/InventoryItem/52853387362609
990706,LITTLE HUMAN™ WAFFLE PANTS IN ANTHRACITE,11-12,990706,gid://shopify/Product/9781733654833,gid://shopify/ProductVariant/49524148470065,active,gid://shopify/InventoryItem/51571260948785
990706,"""CITY OF ANGELS"" HOODIE IN HEATHER GREY",2X - LARGE,990706,gid://shopify/Product/10202057277745,gid://shopify/ProductVariant/50783983206705,archived,gid://shopify/InventoryItem/52853387395377
990802,LITTLE HUMAN™ STRIPED POCKET DRESS IN ANTHRACITE,3-4,990802,gid://shopify/Product/10082555822385,gid://shopify/ProductVariant/50321181180209,active,gid://shopify/InventoryItem/52374735913265
990802,"""CITY OF ANGELS"" HOODIE IN WHITE",SMALL,990802,gid://shopify/Product/10202055639345,gid://shopify/ProductVariant/50783979602225,active,gid://shopify/InventoryItem/52853383987505
990803,LITTLE HUMAN™ STRIPED POCKET DRESS IN ANTHRACITE,5-6,990803,gid://shopify/Product/10082555822385,gid://shopify/ProductVariant/50321181212977,active,gid://shopify/InventoryItem/52374735946033
990803,"""CITY OF ANGELS"" HOODIE IN WHITE",MEDIUM,990803,gid://shopify/Product/10202055639345,gid://shopify/ProductVariant/50783979634993,active,gid://shopify/InventoryItem/52853384020273
990804,LITTLE HUMAN™ STRIPED POCKET DRESS IN ANTHRACITE,7-8,990804,gid://shopify/Product/10082555822385,gid://shopify/ProductVariant/50321181245745,active,gid://shopify/InventoryItem/52374735978801
990804,"""CITY OF ANGELS"" HOODIE IN WHITE",LARGE,990804,gid://shopify/Product/10202055639345,gid://shopify/ProductVariant/50783979667761,active,gid://shopify/InventoryItem/52853384053041
990805,LITTLE HUMAN™ STRIPED POCKET DRESS IN ANTHRACITE,9-10,990805,gid://shopify/Product/10082555822385,gid://shopify/ProductVariant/50321181278513,active,gid://shopify/InventoryItem/52374736011569
990805,"""CITY OF ANGELS"" HOODIE IN WHITE",EXTRA - LARGE,990805,gid://shopify/Product/10202055639345,gid://shopify/ProductVariant/50783979700529,active,gid://shopify/InventoryItem/52853384085809
990806,LITTLE HUMAN™ STRIPED POCKET DRESS IN ANTHRACITE,11-12,990806,gid://shopify/Product/10082555822385,gid://shopify/ProductVariant/50321181311281,active,gid://shopify/InventoryItem/52374736044337
990806,"""CITY OF ANGELS"" HOODIE IN WHITE",2X - LARGE,990806,gid://shopify/Product/10202055639345,gid://shopify/ProductVariant/50783979733297,active,gid://shopify/InventoryItem/52853384118577
990807,LITTLE HUMAN™ STRIPED POCKET DRESS IN ANTHRACITE,13-14,990807,gid://shopify/Product/10082555822385,gid://shopify/ProductVariant/50321194680625,active,gid://shopify/InventoryItem/52374749380913
990807,"""CITY OF ANGELS"" HOODIE IN WHITE",3X - LARGE,990807,gid://shopify/Product/10202055639345,gid://shopify/ProductVariant/50783979766065,active,gid://shopify/InventoryItem/52853384151345
990905,PLEATED HOUSE SHORTS IN MIDNIGHT HEATHER,LARGE,990905,gid://shopify/Product/10200980324657,gid://shopify/ProductVariant/50781182853425,archived,gid://shopify/InventoryItem/52850567348529
990905,PLEATED HOUSE SHORTS IN MIDNIGHT HEATHER,X-LARGE,990905,gid://shopify/Product/10200980324657,gid://shopify/ProductVariant/50781182886193,archived,gid://shopify/InventoryItem/52850567381297
991102,BOX LITE TEE IN CEMENT GREY,EXTRA - SMALL,991102,gid://shopify/Product/10456290230577,gid://shopify/ProductVariant/52053190443313,active,gid://shopify/InventoryItem/54143785763121
991102,BOX LITE TEE IN CEMENT,EXTRA - SMALL,991102,gid://shopify/Product/10212157948209,gid://shopify/ProductVariant/50896907567409,active,gid://shopify/InventoryItem/52966607454513
991103,BOX LITE TEE IN CEMENT GREY,SMALL,991103,gid://shopify/Product/10456290230577,gid://shopify/ProductVariant/52053190476081,active,gid://shopify/InventoryItem/54143785795889
991103,BOX LITE TEE IN CEMENT,SMALL,991103,gid://shopify/Product/10212157948209,gid://shopify/ProductVariant/50896907600177,active,gid://shopify/InventoryItem/52966607487281
991104,BOX LITE TEE IN CEMENT GREY,MEDIUM,991104,gid://shopify/Product/10456290230577,gid://shopify/ProductVariant/52053190508849,active,gid://shopify/InventoryItem/54143785828657
991104,BOX LITE TEE IN CEMENT,MEDIUM,991104,gid://shopify/Product/10212157948209,gid://shopify/ProductVariant/50896907632945,active,gid://shopify/InventoryItem/52966607520049
991105,BOX LITE TEE IN CEMENT GREY,LARGE,991105,gid://shopify/Product/10456290230577,gid://shopify/ProductVariant/52053190541617,active,gid://shopify/InventoryItem/54143785861425
991105,BOX LITE TEE IN CEMENT,LARGE,991105,gid://shopify/Product/10212157948209,gid://shopify/ProductVariant/50896907665713,active,gid://shopify/InventoryItem/52966607552817
991106,BOX LITE TEE IN CEMENT GREY,EXTRA - LARGE,991106,gid://shopify/Product/10456290230577,gid://shopify/ProductVariant/52053190574385,active,gid://shopify/InventoryItem/54143785894193
991106,BOX LITE TEE IN CEMENT,EXTRA - LARGE,991106,gid://shopify/Product/10212157948209,gid://shopify/ProductVariant/50896907698481,active,gid://shopify/InventoryItem/52966607585585
991107,BOX LITE TEE IN CEMENT GREY,2X - LARGE,991107,gid://shopify/Product/10456290230577,gid://shopify/ProductVariant/52053190607153,active,gid://shopify/InventoryItem/54143785926961
991107,BOX LITE TEE IN CEMENT,2X - LARGE,991107,gid://shopify/Product/10212157948209,gid://shopify/ProductVariant/50896907731249,active,gid://shopify/InventoryItem/52966607618353
991108,BOX LITE TEE IN CEMENT GREY,3X - LARGE,991108,gid://shopify/Product/10456290230577,gid://shopify/ProductVariant/52053190639921,active,gid://shopify/InventoryItem/54143785959729
991108,BOX LITE TEE IN CEMENT,3X - LARGE,991108,gid://shopify/Product/10212157948209,gid://shopify/ProductVariant/50896907764017,active,gid://shopify/InventoryItem/52966607651121
991109,BOX LITE TEE IN CEMENT GREY,4X - LARGE,991109,gid://shopify/Product/10456290230577,gid://shopify/ProductVariant/52053190672689,active,gid://shopify/InventoryItem/54143785992497
991109,BOX LITE TEE IN CEMENT,4X - LARGE,991109,gid://shopify/Product/10212157948209,gid://shopify/ProductVariant/50896933519665,active,gid://shopify/InventoryItem/52966633406769
998906,"""CITY OF ANGELS"" HOODIE IN CAVIAR",EXTRA - LARGE,998906,gid://shopify/Product/10256493347121,gid://shopify/ProductVariant/51252776042801,archived,gid://shopify/InventoryItem/53320975253809
998906,"""CITY OF ANGELS"" HOODIE IN CAVIAR",2X - LARGE,998906,gid://shopify/Product/10256493347121,gid://shopify/ProductVariant/51252776075569,archived,gid://shopify/InventoryItem/53320975286577
